name,value,element,season,code,gw
Thiago Emiliano da Silva,50,217,2023-24,51090,1
Thilo Kehrer,45,537,2023-24,201057,1
Thomas Cannon,45,649,2023-24,461416,1
Thomas Kaminski,45,614,2023-24,54738,1
Thomas Partey,50,15,2023-24,167199,1
Thomas Strakosha,40,116,2023-24,140200,1
Tim Iroegbunam,45,46,2023-24,490094,1
Tim Ream,45,281,2023-24,82514,1
Tino Livramento,45,633,2023-24,441191,1
Tom Cairney,50,268,2023-24,76357,1
Tom Heaton,40,384,2023-24,21205,1
Tom King,40,564,2023-24,138001,1
Tom Lockyer,45,575,2023-24,108796,1
Tom McGill,40,141,2023-24,209288,1
Tommy Doyle,45,351,2023-24,220394,1
Tomáš Souček,50,542,2023-24,215439,1
Tosin Adarabioyo,45,286,2023-24,109646,1
Toti António Gomes,45,573,2023-24,510362,1
Trent Alexander-Arnold,80,290,2023-24,169187,1
Trevoh Chalobah,45,194,2023-24,180736,1
Tyler Onyango,45,650,2023-24,461446,1
Tyrell Malacia,45,389,2023-24,222690,1
Tyrese Francois,45,272,2023-24,432931,1
Tyrick Mitchell,45,234,2023-24,244723,1
Tyrone Mings,45,51,2023-24,149484,1
Vicente Guaita,45,227,2023-24,40836,1
Victor Lindelöf,45,386,2023-24,184667,1
Victor da Silva,45,182,2023-24,441455,1
Viljami Sinisalo,40,57,2023-24,248164,1
Vini de Souza Costa,50,638,2023-24,424001,1
Virgil van Dijk,60,313,2023-24,97032,1
Vitalii Mykolenko,45,260,2023-24,224967,1
Vitaly Janelt,55,105,2023-24,204580,1
Vladimír Coufal,45,528,2023-24,164555,1
Wayne Hennessey,40,448,2023-24,20066,1
Wes Foderingham,45,482,2023-24,82143,1
Wesley Fofana,45,201,2023-24,444463,1
Wesley Moraes Ferreira da Silva,50,61,2023-24,213345,1
Will Hughes,50,229,2023-24,108413,1
William Osula,45,490,2023-24,538207,1
William Saliba,50,20,2023-24,462424,1
Willian Borges da Silva,55,591,2023-24,47431,1
Willy Boly,45,439,2023-24,90585,1
Wout Weghorst,55,183,2023-24,120202,1
Yasin Ayari,45,124,2023-24,509416,1
Yasser Larouci,45,592,2023-24,432990,1
Yegor Yarmolyuk,45,120,2023-24,508395,1
Yoane Wissa,60,119,2023-24,216646,1
Youri Tielemans,60,58,2023-24,166989,1
Youssef Ramalho Chermiti,50,645,2023-24,491012,1
Yves Bissouma,50,493,2023-24,227127,1
Zack Steffen,40,367,2023-24,164484,1
Zeki Amdouni,55,594,2023-24,492831,1
Álvaro Fernández Carreras,40,380,2023-24,515501,1
Ângelo Gabriel Borges Damaceno,50,589,2023-24,518620,1
Adama Traoré,50,662,2023-24,159533,2
Alexander Isak,76,415,2023-24,219168,2
Bashir Humphreys,40,671,2023-24,461188,2
Ben Chilwell,56,195,2023-24,172850,2
Bukayo Saka,86,19,2023-24,223340,2
Christopher Nkunku,74,212,2023-24,213198,2
Dominic Calvert-Lewin,59,246,2023-24,177815,2
Emiliano Buendía Stati,59,35,2023-24,195546,2
Filip Marschall,40,670,2023-24,462381,2
Gabriel Fernando de Jesus,79,8,2023-24,205651,2
Gustavo Hamer,50,663,2023-24,196100,2
Jack Grealish,74,354,2023-24,114283,2
Jack Harrison,55,661,2023-24,221399,2
James Ward-Prowse,60,664,2023-24,101178,2
John Stones,54,368,2023-24,97299,2
João Cancelo,59,346,2023-24,121145,2
Jurriën Timber,49,585,2023-24,445122,2
Kevin De Bruyne,104,349,2023-24,61366,2
Leandro Trossard,69,26,2023-24,116216,2
Luis Díaz,76,303,2023-24,244731,2
Pervis Estupiñán,51,131,2023-24,204214,2
Radek Vítek,40,669,2023-24,477733,2
Rodrigo Hernandez,56,365,2023-24,220566,2
Roméo Lavia,50,667,2023-24,514356,2
Tom Davies,50,666,2023-24,173807,2
Trevoh Chalobah,44,194,2023-24,180736,2
Tyrone Mings,44,51,2023-24,149484,2
Wataru Endo,55,668,2023-24,158983,2
William Saliba,51,20,2023-24,462424,2
Aaron Cresswell,44,530,2023-24,55459,3
Aaron Ramsey,50,675,2023-24,447715,3
Aaron Wan-Bissaka,46,401,2023-24,214590,3
Adam Lallana,49,138,2023-24,39155,3
Adam Smith,44,84,2023-24,54469,3
Adam Webster,44,153,2023-24,110735,3
Albert Sambi Lokonga,49,21,2023-24,437742,3
Aleksandar Mitrović,74,278,2023-24,128389,3
Alexander Isak,77,415,2023-24,219168,3
Allan Campbell,49,319,2023-24,193195,3
Anass Zaroury,49,184,2023-24,511783,3
Andrey Nascimento dos Santos,44,186,2023-24,532605,3
Anis Slimane,49,587,2023-24,504198,3
Antony Matheus dos Santos,69,372,2023-24,467169,3
Axel Disasi,51,611,2023-24,220362,3
Aymeric Laporte,49,357,2023-24,146941,3
Bart Verbruggen,44,152,2023-24,489639,3
Ben Chilwell,57,195,2023-24,172850,3
Ben Mee,49,109,2023-24,51927,3
Benoît Badiashile,44,191,2023-24,242880,3
Bernardo Veiga de Carvalho e Silva,64,344,2023-24,165809,3
Bruno Guimarães Rodriguez Moura,59,406,2023-24,208706,3
Bryan Mbeumo,67,108,2023-24,446008,3
Callum Hudson-Odoi,49,205,2023-24,209046,3
Callum Wilson,79,433,2023-24,75115,3
Carlos Vinícius Alves Morais,49,287,2023-24,245824,3
Chris Mepham,44,75,2023-24,223911,3
Christian Eriksen,59,379,2023-24,80607,3
Cody Gakpo,74,297,2023-24,243298,3
Curtis Jones,49,300,2023-24,206915,3
Dango Ouattara,49,78,2023-24,533463,3
Daniel Castelo Podence,54,568,2023-24,200600,3
Daniel Gore,45,685,2023-24,504598,3
Daniel Jebbison,49,483,2023-24,523700,3
Danny Ings,59,535,2023-24,84939,3
Danny Welbeck,59,154,2023-24,50175,3
Darwin Núñez Ribeiro,73,293,2023-24,447203,3
David Raya Martin,49,113,2023-24,154561,3
Deivid Washington de Souza Eugênio,45,677,2023-24,617054,3
Dele Alli,49,248,2023-24,108823,3
Demarai Gray,54,253,2023-24,172632,3
Diego Manuel Jadon da Silva Moreira,45,681,2023-24,491011,3
Diogo Dalot Teixeira,49,377,2023-24,216051,3
Donny van de Beek,49,400,2023-24,180184,3
Dwight McNeil,54,259,2023-24,433154,3
Eberechi Eze,64,226,2023-24,232413,3
Eddie Beach,40,680,2023-24,474803,3
Eddie Nketiah,56,13,2023-24,205533,3
Emile Smith Rowe,54,22,2023-24,209289,3
Emmanuel Dennis,49,443,2023-24,230251,3
Eric Dier,44,496,2023-24,93264,3
Ethan Brierley,45,684,2023-24,494041,3
Facundo Buonanotte,49,125,2023-24,536916,3
Felipe Augusto de Almeida Monteiro,44,445,2023-24,116404,3
Frank Onyeka,49,111,2023-24,428580,3
Fábio Ferreira Vieira,54,4,2023-24,438098,3
Gabriel dos Santos Magalhães,49,5,2023-24,226597,3
Giovani Lo Celso,49,503,2023-24,200826,3
Gonzalo Montiel,45,679,2023-24,218430,3
Gonçalo Manuel Ganchinho Guedes,54,554,2023-24,181284,3
Hakim Ziyech,54,218,2023-24,124183,3
Hamed Traorè,49,87,2023-24,424044,3
Hannes Delcroix,40,674,2023-24,247245,3
Hannibal Mejbri,44,383,2023-24,465527,3
Harrison Reed,49,282,2023-24,153366,3
Harry Maguire,44,387,2023-24,95658,3
Harvey Elliott,49,295,2023-24,444884,3
Ian Maatsen,54,609,2023-24,441302,3
Igor Julio dos Santos de Paulo,44,606,2023-24,223434,3
Ismaila Coulibaly,44,478,2023-24,476938,3
Ivan Toney,79,117,2023-24,144485,3
Jack Cork,49,163,2023-24,40145,3
Jacob Ramsey,59,55,2023-24,232653,3
Jadon Sancho,69,397,2023-24,209243,3
Jakub Kiwior,44,10,2023-24,440854,3
Jakub Moder,44,144,2023-24,243505,3
Jamal Lowe,49,73,2023-24,128309,3
James Maddison,76,504,2023-24,172780,3
Jay Rodriguez,54,177,2023-24,44683,3
Jean-Philippe Mateta,49,232,2023-24,231747,3
Joe Willock,54,432,2023-24,200089,3
Joel Matip,49,305,2023-24,60914,3
Joelinton Cássio Apolinário de Lira,59,416,2023-24,180974,3
John Stones,53,368,2023-24,97299,3
Jonjo Shelvey,49,463,2023-24,50232,3
Joseph Johnson,40,682,2023-24,611011,3
Josh Brownhill,49,161,2023-24,172782,3
Josh Dasilva,49,99,2023-24,183656,3
João Pedro Junqueira de Jesus,56,135,2023-24,475168,3
Joël Veltman,44,151,2023-24,111478,3
Julio Enciso,54,130,2023-24,474120,3
Julián Álvarez,66,343,2023-24,461358,3
Jurriën Timber,48,585,2023-24,445122,3
Justin Kluivert,49,72,2023-24,222683,3
Jérémy Doku,65,678,2023-24,248875,3
Jóhann Berg Gudmundsson,49,170,2023-24,60586,3
Kai Havertz,74,6,2023-24,219847,3
Kalvin Phillips,49,364,2023-24,155405,3
Kaoru Mitoma,66,143,2023-24,451340,3
Keane Lewis-Potter,49,107,2023-24,249231,3
Kevin De Bruyne,103,349,2023-24,61366,3
Kevin Schade,54,115,2023-24,513418,3
Kieffer Moore,49,76,2023-24,128340,3
Kieran Tierney,44,24,2023-24,192895,3
Konstantinos Mavropanos,45,676,2023-24,233963,3
Kyle Walker,51,369,2023-24,58621,3
Leander Dendoncker,49,40,2023-24,151589,3
Leandro Trossard,68,26,2023-24,116216,3
Lewis O'Brien,49,458,2023-24,243345,3
Lisandro Martínez,49,391,2023-24,221820,3
Luis Díaz,77,303,2023-24,244731,3
Luke Berry,49,317,2023-24,82738,3
Luke Freeman,49,322,2023-24,49083,3
Luke Harris,45,683,2023-24,515024,3
Manor Solomon,54,583,2023-24,235674,3
Manuel Akanji,51,341,2023-24,211975,3
Manuel Benson Hedilazio,54,159,2023-24,183751,3
Marcos Senesi,44,83,2023-24,221466,3
Marcus Tavernier,54,86,2023-24,201658,3
Mason Mount,69,209,2023-24,184341,3
Mathias Jensen,54,106,2023-24,207283,3
Matt Targett,44,428,2023-24,169359,3
Maxwel Cornet,54,527,2023-24,149519,3
Michael Olise,59,236,2023-24,443661,3
Miguel Almirón Rejala,64,402,2023-24,179018,3
Mohamed Elneny,44,3,2023-24,153256,3
Moussa Diaby,66,599,2023-24,243557,3
Mykhailo Mudryk,64,210,2023-24,465920,3
Máximo Perrone,44,363,2023-24,482769,3
Nathan Aké,51,342,2023-24,126184,3
Nathan Redmond,49,600,2023-24,83283,3
Nicolas Jackson,71,211,2023-24,517052,3
Nicolas Pépé,49,16,2023-24,195735,3
Nicolò Zaniolo,55,672,2023-24,245414,3
Oleksandr Zinchenko,49,31,2023-24,206325,3
Oliver Skipp,49,515,2023-24,209042,3
Oliwier Zych,40,686,2023-24,516159,3
Pascal Groß,64,134,2023-24,60307,3
Pedro Porro,49,506,2023-24,441164,3
Pervis Estupiñán,52,131,2023-24,204214,3
Phil Foden,76,353,2023-24,209244,3
Philip Billing,54,63,2023-24,168991,3
Philippe Coutinho Correia,59,38,2023-24,84583,3
Pierre-Emile Højbjerg,54,499,2023-24,132015,3
Raphaël Varane,51,395,2023-24,90152,3
Raúl Jiménez,54,558,2023-24,102057,3
Reece James,54,206,2023-24,225796,3
Remo Freuler,49,446,2023-24,89076,3
Rhian Brewster,49,477,2023-24,195473,3
Rico Henry,46,103,2023-24,194010,3
Romelu Lukaku Bolingoli,69,207,2023-24,66749,3
Ryan Fraser,49,410,2023-24,90105,3
Samuel Bastien,49,158,2023-24,189776,3
Saïd Benrahma,59,525,2023-24,172841,3
Scott McTominay,49,392,2023-24,195851,3
Scott Twine,49,180,2023-24,226473,3
Seamus Coleman,44,247,2023-24,59949,3
Sean Longstaff,49,421,2023-24,180135,3
Sergio Reguilón,44,508,2023-24,199249,3
Solly March,66,140,2023-24,109345,3
Stefan Bajcetic,49,292,2023-24,535928,3
Steven Alzate,44,123,2023-24,235382,3
Tanguy Ndombélé Alvaro,44,505,2023-24,231372,3
Thiago Alcántara do Nascimento,49,310,2023-24,61558,3
Tim Krul,45,665,2023-24,20480,3
Tosin Adarabioyo,44,286,2023-24,109646,3
Tyler Adams,50,673,2023-24,200785,3
Tyrell Malacia,44,389,2023-24,222690,3
Vitalii Mykolenko,44,260,2023-24,224967,3
William Saliba,52,20,2023-24,462424,3
Willian Borges da Silva,54,591,2023-24,47431,3
Wilson Odobert,50,660,2023-24,550839,3
Yoane Wissa,61,119,2023-24,216646,3
Youri Tielemans,59,58,2023-24,166989,3
Alejandro Garnacho,49,382,2023-24,493105,4
Alex Iwobi,54,256,2023-24,153133,4
Alex Mighten,44,456,2023-24,244930,4
Alfie Doughty,44,321,2023-24,244262,4
Alphonse Areola,41,524,2023-24,84182,4
Altay Bayindir,40,695,2023-24,451302,4
Amad Diallo,44,371,2023-24,493250,4
Amadou Onana,49,261,2023-24,449871,4
Andi Zeqiri,44,155,2023-24,204676,4
André Tavares Gomes,44,244,2023-24,120250,4
Anssumane Fati Vieira,65,700,2023-24,465607,4
Anthony Knockaert,44,273,2023-24,83543,4
Arijanet Muric,44,172,2023-24,232917,4
Armando Broja,49,193,2023-24,440323,4
Ashley Phillips,40,702,2023-24,548308,4
Ben Chilwell,58,195,2023-24,172850,4
Ben Godfrey,44,252,2023-24,198826,4
Ben Johnson,44,536,2023-24,222018,4
Ben Osborn,49,489,2023-24,167878,4
Boubacar Traoré,44,574,2023-24,476502,4
Brennan Johnson,59,450,2023-24,242898,4
Bruno Cavaco Jordão,44,561,2023-24,428610,4
Bryan Mbeumo,68,108,2023-24,446008,4
Bukayo Saka,87,19,2023-24,223340,4
Carlos Baleba,45,690,2023-24,535301,4
Carlos Henrique Casimiro,54,376,2023-24,61256,4
Carney Chukwuemeka,44,196,2023-24,478912,4
Cheikhou Kouyaté,49,451,2023-24,55037,4
Chiedozie Ogbene,49,328,2023-24,229164,4
Clément Lenglet,45,699,2023-24,171101,4
Cole Palmer,49,362,2023-24,244851,4
Conor Coventry,44,529,2023-24,222017,4
Cristian Romero,46,511,2023-24,221632,4
Danilo dos Santos de Oliveira,54,442,2023-24,513046,4
Darko Churlinov,44,162,2023-24,250735,4
David Brooks,49,64,2023-24,111317,4
David Raya Martin,48,113,2023-24,154561,4
Davinson Sánchez,44,512,2023-24,173904,4
Declan Rice,54,540,2023-24,204480,4
Demarai Gray,53,253,2023-24,172632,4
Destiny Udogie,46,519,2023-24,487053,4
Dion Pereira,44,332,2023-24,243532,4
Divin Mubama,44,538,2023-24,487837,4
Djordje Petrovic,45,687,2023-24,457569,4
Dominic Calvert-Lewin,58,246,2023-24,177815,4
Douglas Luiz Soares de Paulo,54,43,2023-24,230046,4
Ederson Santana de Moraes,56,352,2023-24,121160,4
Elijah Adebayo,49,314,2023-24,174310,4
Elliot Anderson,44,403,2023-24,215379,4
Emil Krafth,44,417,2023-24,111773,4
Emiliano Buendía Stati,58,35,2023-24,195546,4
Emiliano Marcondes,44,74,2023-24,133845,4
Enock Agyei,44,156,2023-24,578614,4
Enso González,50,698,2023-24,593001,4
Ethan Horvath,44,449,2023-24,168547,4
Evan Ferguson,59,132,2023-24,487117,4
Folarin Balogun,44,1,2023-24,232223,4
Gabriel dos Santos Magalhães,48,5,2023-24,226597,4
Gavin Kilkenny,44,71,2023-24,444183,4
Giovani Lo Celso,48,503,2023-24,200826,4
Glen Rea,44,334,2023-24,165152,4
Guglielmo Vicario,51,520,2023-24,184254,4
Han-Noah Massengo,50,694,2023-24,437757,4
Harry Arter,44,435,2023-24,48615,4
Harry Toffolo,44,465,2023-24,114241,4
Harry Wilson,54,288,2023-24,153682,4
Hugo Lloris,49,502,2023-24,37915,4
Hwang Ui-jo,44,466,2023-24,201440,4
Ian Maatsen,53,609,2023-24,441302,4
Idrissa Gueye,49,254,2023-24,80801,4
Isaac Hayden,44,413,2023-24,153127,4
Ivan Perišić,49,507,2023-24,45034,4
Jacob Bruun Larsen,49,608,2023-24,179458,4
Jacob Murphy,49,423,2023-24,114243,4
Jaidon Anthony,49,62,2023-24,444180,4
Jairo Riedewald,44,239,2023-24,173954,4
James Maddison,77,504,2023-24,172780,4
James McAtee,44,360,2023-24,432714,4
James Milner,49,142,2023-24,15157,4
Jarrod Bowen,71,526,2023-24,178186,4
Jean-Philippe Gbamin,44,251,2023-24,160987,4
Jeff Hendrick,44,414,2023-24,83314,4
Jefferson Lerma Solís,49,231,2023-24,152551,4
Joachim Andersen,46,220,2023-24,174874,4
Joe Hodge,44,555,2023-24,240299,4
John Fleck,49,481,2023-24,47247,4
Jonathan Castro Otto,44,560,2023-24,114128,4
Jonny Evans,40,703,2023-24,37642,4
Jordan Clark,49,320,2023-24,96784,4
Jorge Luiz Frello Filho,54,9,2023-24,85955,4
João Cancelo,58,346,2023-24,121145,4
João Pedro Junqueira de Jesus,55,135,2023-24,475168,4
Joško Gvardiol,51,616,2023-24,477424,4
Julio Enciso,53,130,2023-24,474120,4
Kai Havertz,73,6,2023-24,219847,4
Keinan Davis,49,39,2023-24,221239,4
Kobbie Mainoo,44,388,2023-24,516895,4
Konstantinos Tsimikas,44,311,2023-24,214285,4
Kyle Walker,52,369,2023-24,58621,4
Leandro Trossard,67,26,2023-24,116216,4
Louie Watson,44,339,2023-24,223333,4
Lukasz Fabianski,44,533,2023-24,37096,4
Luke Shaw,54,398,2023-24,106760,4
Luke Thomas,40,693,2023-24,244619,4
Mahmoud Dahoud,49,128,2023-24,168090,4
Malo Gusto,41,203,2023-24,482609,4
Marc Cucurella Saseta,49,198,2023-24,179268,4
Mason Mount,68,209,2023-24,184341,4
Matt Doherty,44,598,2023-24,87835,4
Matt Ritchie,44,425,2023-24,56983,4
Matty Cash,46,36,2023-24,199796,4
Michael Obafemi,49,174,2023-24,220598,4
Michail Antonio,61,523,2023-24,57531,4
Mikkel Damsgaard,49,98,2023-24,440089,4
Mohammed Kudus,65,689,2023-24,460842,4
Moisés Caicedo Corozo,49,126,2023-24,486672,4
Morgan Gibbs-White,59,447,2023-24,222531,4
Murillo Santiago Costa dos Santos,45,696,2023-24,575476,4
Naouirou Ahamada,44,219,2023-24,466117,4
Nathan Fraser,45,704,2023-24,531363,4
Nathaniel Clyne,44,222,2023-24,57328,4
Neal Maupay,49,258,2023-24,115382,4
Noni Madueke,54,208,2023-24,248857,4
Norberto Bercique Gomes Betuncal,60,691,2023-24,486385,4
Oliver McBurnie,54,485,2023-24,169432,4
Oliver Skipp,48,515,2023-24,209042,4
Omar Richards,44,461,2023-24,204822,4
Oscar Bobb,44,345,2023-24,477555,4
Pablo Fornals Malla,49,534,2023-24,217593,4
Pelly Ruddock Mpanzu,49,582,2023-24,104047,4
Pervis Estupiñán,53,131,2023-24,204214,4
Raheem Sterling,72,216,2023-24,103955,4
Reiss Nelson,49,578,2023-24,200641,4
Richarlison de Andrade,69,509,2023-24,212319,4
Rob Holding,44,7,2023-24,156074,4
Rodrigo Hernandez,57,365,2023-24,220566,4
Rodrigo Muniz Carvalho,44,279,2023-24,244042,4
Romelu Lukaku Bolingoli,68,207,2023-24,66749,4
Ryan Fredericks,44,68,2023-24,81012,4
Ryan Yates,49,470,2023-24,204968,4
Saman Ghoddos,45,701,2023-24,205836,4
Sander Berge,49,475,2023-24,207189,4
Santiago Bueno,45,697,2023-24,231480,4
Sergio Gómez,39,366,2023-24,437468,4
Shola Shoretire,44,399,2023-24,472464,4
Steven Benda,40,692,2023-24,428971,4
Tariq Lamptey,39,139,2023-24,232792,4
Teden Mengi,39,393,2023-24,244856,4
Thilo Kehrer,44,537,2023-24,201057,4
Thomas Partey,49,15,2023-24,167199,4
Tim Iroegbunam,44,46,2023-24,490094,4
Timothy Castagne,45,688,2023-24,166477,4
Tom Lockyer,44,575,2023-24,108796,4
Tommy Doyle,44,351,2023-24,220394,4
Toti António Gomes,44,573,2023-24,510362,4
Trent Alexander-Arnold,79,290,2023-24,169187,4
Trevoh Chalobah,43,194,2023-24,180736,4
Tyrese Francois,44,272,2023-24,432931,4
Tyrone Mings,43,51,2023-24,149484,4
Vicente Guaita,44,227,2023-24,40836,4
Wesley Fofana,44,201,2023-24,444463,4
Will Hughes,49,229,2023-24,108413,4
Willian Borges da Silva,53,591,2023-24,47431,4
Yegor Yarmolyuk,44,120,2023-24,508395,4
Yoane Wissa,62,119,2023-24,216646,4
Aaron Cresswell,43,530,2023-24,55459,5
Alejo Véliz,54,641,2023-24,536908,5
Alex Matos,45,718,2023-24,519198,5
Alfie Gilchrist,40,716,2023-24,514280,5
Andrew Omobamidele,45,711,2023-24,466404,5
Anel Ahmedhodžić,44,471,2023-24,233821,5
Angelo Ogbonna,44,577,2023-24,40669,5
Antony Matheus dos Santos,68,372,2023-24,467169,5
Ashley Young,44,588,2023-24,18892,5
Ben Davies,44,495,2023-24,115556,5
Bernd Leno,46,275,2023-24,80201,5
Billy Gilmour,49,133,2023-24,243568,5
Bruno Borges Fernandes,84,373,2023-24,141746,5
Bruno Guimarães Rodriguez Moura,58,406,2023-24,208706,5
Bryan Gil Salvatierra,49,494,2023-24,436234,5
Bénie Traoré,54,593,2023-24,523957,5
CJ Egan-Riley,39,166,2023-24,432711,5
Callum Wilson,78,433,2023-24,75115,5
Carlos Vinícius Alves Morais,48,287,2023-24,245824,5
Chris Richards,39,238,2023-24,427623,5
Christopher Nkunku,73,212,2023-24,213198,5
Cody Gakpo,73,297,2023-24,243298,5
Connor Roberts,44,176,2023-24,192290,5
Cristian Romero,47,511,2023-24,221632,5
Cédric Alves Soares,39,2,2023-24,58822,5
Dango Ouattara,48,78,2023-24,533463,5
Daniel Castelo Podence,53,568,2023-24,200600,5
Danny Ings,58,535,2023-24,84939,5
Danny Welbeck,58,154,2023-24,50175,5
Darwin Núñez Ribeiro,74,293,2023-24,447203,5
Destiny Udogie,47,519,2023-24,487053,5
Diogo Teixeira da Silva,79,294,2023-24,194634,5
Divock Origi,50,714,2023-24,152760,5
Donny van de Beek,48,400,2023-24,180184,5
Eberechi Eze,63,226,2023-24,232413,5
Emile Smith Rowe,53,22,2023-24,209289,5
Emiliano Martínez Romero,49,49,2023-24,98980,5
Emmanuel Dennis,48,443,2023-24,230251,5
Eric Dier,43,496,2023-24,93264,5
Erling Haaland,141,355,2023-24,223094,5
Evan Ferguson,60,132,2023-24,487117,5
Facundo Buonanotte,48,125,2023-24,536916,5
Facundo Pellistri Rebollo,44,394,2023-24,488404,5
Fodé Ballo-Touré,45,707,2023-24,225897,5
Fábio Silva,54,552,2023-24,449988,5
Gabriel Martinelli Silva,79,12,2023-24,444145,5
Gabriel Osho,44,330,2023-24,199056,5
Harrison Reed,48,282,2023-24,153366,5
Harry Maguire,43,387,2023-24,95658,5
Harvey Barnes,64,603,2023-24,201666,5
Harvey Elliott,48,295,2023-24,444884,5
Hwang Hee-chan,54,557,2023-24,184754,5
Ibrahim Sangaré,50,713,2023-24,210462,5
Ibrahima Konaté,49,302,2023-24,204716,5
Igor Julio dos Santos de Paulo,43,606,2023-24,223434,5
Ionuț Radu,44,607,2023-24,215531,5
Jack Grealish,73,354,2023-24,114283,5
Jacob Brown,49,631,2023-24,242453,5
Jadon Sancho,68,397,2023-24,209243,5
James Garner,49,250,2023-24,232928,5
James Maddison,78,504,2023-24,172780,5
James Shea,44,335,2023-24,77818,5
James Tarkowski,44,265,2023-24,17761,5
James Ward-Prowse,61,664,2023-24,101178,5
Jason Steele,44,148,2023-24,49262,5
Jay Rodriguez,53,177,2023-24,44683,5
Jean-Ricner Bellegarde,50,715,2023-24,231057,5
Jeffrey Schlupp,49,240,2023-24,86417,5
Joe Rothwell,49,81,2023-24,156685,5
Jonjo Shelvey,48,463,2023-24,50232,5
Jordan Pickford,44,263,2023-24,111234,5
Josh Brownhill,48,161,2023-24,172782,5
Josh Dasilva,48,99,2023-24,183656,5
João Neves Virgínia,39,266,2023-24,222627,5
João Pedro Junqueira de Jesus,54,135,2023-24,475168,5
João Victor Gomes da Silva,49,559,2023-24,448089,5
Julio Enciso,52,130,2023-24,474120,5
Julián Álvarez,67,343,2023-24,461358,5
Jurriën Timber,47,585,2023-24,445122,5
Justin Kluivert,48,72,2023-24,222683,5
Kai Havertz,72,6,2023-24,219847,5
Kaoru Mitoma,65,143,2023-24,451340,5
Kevin De Bruyne,102,349,2023-24,61366,5
Kieffer Moore,48,76,2023-24,128340,5
Leandro Trossard,66,26,2023-24,116216,5
Lesley Ugochukwu,44,613,2023-24,503714,5
Lisandro Martínez,48,391,2023-24,221820,5
Luis Sinisterra,55,705,2023-24,224995,5
Luke Berry,48,317,2023-24,82738,5
Luke Shaw,53,398,2023-24,106760,5
Mads Roerslev Rasmussen,44,114,2023-24,226956,5
Mahmoud Dahoud,48,128,2023-24,168090,5
Malang Sarr,44,214,2023-24,204727,5
Malo Gusto,42,203,2023-24,482609,5
Manor Solomon,53,583,2023-24,235674,5
Manuel Benson Hedilazio,53,159,2023-24,183751,5
Marcus Rashford,89,396,2023-24,176297,5
Marvelous Nakamba,44,52,2023-24,184704,5
Mateo Kovačić,49,356,2023-24,91651,5
Mathias Jorgensen,44,121,2023-24,48760,5
Matty Cash,47,36,2023-24,199796,5
Max Lowe,44,484,2023-24,155197,5
Maxwel Cornet,53,527,2023-24,149519,5
Michael Keane,44,257,2023-24,106611,5
Michail Antonio,60,523,2023-24,57531,5
Miguel Almirón Rejala,63,402,2023-24,179018,5
Mike Trésor,55,706,2023-24,437748,5
Nathan Redmond,48,600,2023-24,83283,5
Neco Williams,44,467,2023-24,215136,5
Nicolás Domínguez,50,712,2023-24,250199,5
Odysseas Vlachodimos,45,710,2023-24,111452,5
Pape Matar Sarr,46,513,2023-24,482442,5
Pascal Groß,63,134,2023-24,60307,5
Pedro Porro,50,506,2023-24,441164,5
Philip Billing,53,63,2023-24,168991,5
Philippe Coutinho Correia,58,38,2023-24,84583,5
Pierre-Emile Højbjerg,53,499,2023-24,132015,5
Raphaël Varane,50,395,2023-24,90152,5
Reece James,53,206,2023-24,225796,5
Richarlison de Andrade,68,509,2023-24,212319,5
Rodrigo Bentancur,54,492,2023-24,202993,5
Ronnie Stutter,45,717,2023-24,517996,5
Ryan Gravenberch,50,708,2023-24,441266,5
Ryan Sessegnon,44,514,2023-24,184349,5
Shandon Baptiste,44,92,2023-24,432160,5
Sofyan Amrabat,50,709,2023-24,172912,5
Son Heung-min,91,516,2023-24,85971,5
Stefan Bajcetic,48,292,2023-24,535928,5
Stefan Ortega Moreno,39,361,2023-24,88248,5
Tahith Chong,49,586,2023-24,222677,5
Taiwo Awoniyi,66,437,2023-24,210156,5
Thiago Alcántara do Nascimento,48,310,2023-24,61558,5
Tino Livramento,44,633,2023-24,441191,5
Tom Cairney,49,268,2023-24,76357,5
Tomáš Souček,49,542,2023-24,215439,5
Victor da Silva,44,182,2023-24,441455,5
Vitalii Mykolenko,43,260,2023-24,224967,5
Vitaly Janelt,54,105,2023-24,204580,5
Yasser Larouci,44,592,2023-24,432990,5
Yoane Wissa,61,119,2023-24,216646,5
Youri Tielemans,58,58,2023-24,166989,5
Youssef Ramalho Chermiti,49,645,2023-24,491012,5
Zeki Amdouni,54,594,2023-24,492831,5
Alejandro Garnacho,48,382,2023-24,493105,6
Alex Scott,49,644,2023-24,503139,6
Alexander Isak,76,415,2023-24,219168,6
Alexis Mac Allister,59,304,2023-24,243016,6
Andrew Robertson,66,307,2023-24,122798,6
André Onana,49,597,2023-24,202641,6
Anis Slimane,48,587,2023-24,504198,6
Ben Chilwell,57,195,2023-24,172850,6
Ben Doak,44,628,2023-24,496208,6
Bryan Mbeumo,69,108,2023-24,446008,6
Bénie Traoré,53,593,2023-24,523957,6
Cauley Woodrow,44,340,2023-24,91046,6
Charlie Taylor,39,178,2023-24,103914,6
Conor Gallagher,54,202,2023-24,232787,6
Cristian Romero,48,511,2023-24,221632,6
Danilo dos Santos de Oliveira,53,442,2023-24,513046,6
Dara O'Shea,44,173,2023-24,216616,6
Diego Carlos Santos Silva,44,41,2023-24,165659,6
