name,value,element,season,code,gw
Dominic Solanke,64,85,2023-24,154566,6
Gabriel Martinelli Silva,78,12,2023-24,444145,6
George Baldock,39,473,2023-24,82691,6
Giulian Biancone,39,438,2023-24,437753,6
Hamed Traorè,48,87,2023-24,424044,6
Hjalmar Ekdal,39,167,2023-24,478969,6
Ian Maatsen,52,609,2023-24,441302,6
Jacob Murphy,48,423,2023-24,114243,6
Jamaal Lascelles,39,419,2023-24,101148,6
James Maddison,79,504,2023-24,172780,6
James Ward-Prowse,62,664,2023-24,101178,6
Jefferson Lerma Solís,48,231,2023-24,152551,6
Joe Willock,53,432,2023-24,200089,6
John Egan,44,480,2023-24,108416,6
Julián Álvarez,69,343,2023-24,461358,6
Kalvin Phillips,48,364,2023-24,155405,6
Keane Lewis-Potter,48,107,2023-24,249231,6
Lucas Digne,46,42,2023-24,101188,6
Luis Díaz,76,303,2023-24,244731,6
Lukasz Fabianski,43,533,2023-24,37096,6
Mackenzie Hunt,45,719,2023-24,447261,6
Malo Gusto,43,203,2023-24,482609,6
Manuel Akanji,50,341,2023-24,211975,6
Marc Cucurella Saseta,48,198,2023-24,179268,6
Matheus França de Oliveira,49,615,2023-24,536694,6
Michael Olise,58,236,2023-24,443661,6
Moisés Caicedo Corozo,48,126,2023-24,486672,6
Mykhailo Mudryk,63,210,2023-24,465920,6
Nicolas Jackson,70,211,2023-24,517052,6
Odsonne Edouard,56,225,2023-24,199670,6
Oliver Norwood,49,488,2023-24,79934,6
Oliver Skipp,47,515,2023-24,209042,6
Ollie Watkins,79,60,2023-24,178301,6
Pablo Fornals Malla,48,534,2023-24,217593,6
Paul Dummett,39,581,2023-24,106618,6
Rasmus Højlund,71,617,2023-24,497894,6
Rico Lewis,44,358,2023-24,477064,6
Robert Sánchez,46,145,2023-24,215059,6
Ross Barkley,49,630,2023-24,88894,6
Saïd Benrahma,58,525,2023-24,172841,6
Scott Carson,39,347,2023-24,17601,6
Scott McTominay,48,392,2023-24,195851,6
Solly March,65,140,2023-24,109345,6
Sven Botman,46,405,2023-24,220237,6
Thomas Partey,48,15,2023-24,167199,6
Tom Lockyer,43,575,2023-24,108796,6
Tyrone Mings,42,51,2023-24,149484,6
William Osula,44,490,2023-24,538207,6
Zack Steffen,39,367,2023-24,164484,6
Aaron Ramsdale,49,17,2023-24,225321,7
Aaron Wan-Bissaka,45,401,2023-24,214590,7
Ademola Ola-Adebomi,45,720,2023-24,531993,7
Alphonse Areola,42,524,2023-24,84182,7
Anthony Gordon,56,412,2023-24,232826,7
Ben Chilwell,56,195,2023-24,172850,7
Ben Osborn,48,489,2023-24,167878,7
Bernardo Veiga de Carvalho e Silva,63,344,2023-24,165809,7
Bernd Leno,47,275,2023-24,80201,7
Brennan Johnson,58,450,2023-24,242898,7
Calum Chambers,39,37,2023-24,101184,7
Carlton Morris,56,326,2023-24,156700,7
Carney Chukwuemeka,43,196,2023-24,478912,7
Chris Mepham,43,75,2023-24,223911,7
Chris Wood,49,468,2023-24,60689,7
Cody Gakpo,72,297,2023-24,243298,7
Dan Potts,39,333,2023-24,108411,7
Danny Ings,57,535,2023-24,84939,7
David Ozoh,45,721,2023-24,531989,7
Destiny Udogie,48,519,2023-24,487053,7
Diogo Teixeira da Silva,78,294,2023-24,194634,7
Divin Mubama,43,538,2023-24,487837,7
Eberechi Eze,62,226,2023-24,232413,7
Eddie Nketiah,55,13,2023-24,205533,7
Elijah Adebayo,48,314,2023-24,174310,7
Enzo Fernández,49,199,2023-24,448047,7
Fabian Schär,51,427,2023-24,119471,7
Gabriel Fernando de Jesus,80,8,2023-24,205651,7
Gabriel Martinelli Silva,77,12,2023-24,444145,7
Gabriel dos Santos Magalhães,47,5,2023-24,226597,7
Harry Maguire,42,387,2023-24,95658,7
Harvey Barnes,63,603,2023-24,201666,7
Hugo Lloris,48,502,2023-24,37915,7
Ivan Perišić,48,507,2023-24,45034,7
Jack Cork,48,163,2023-24,40145,7
James Ward-Prowse,63,664,2023-24,101178,7
Jamie Donley,45,722,2023-24,513588,7
Jarrod Bowen,72,526,2023-24,178186,7
Joachim Andersen,47,220,2023-24,174874,7
Joelinton Cássio Apolinário de Lira,58,416,2023-24,180974,7
Josh Brooking,40,723,2023-24,248854,7
Julián Álvarez,70,343,2023-24,461358,7
Justin Kluivert,47,72,2023-24,222683,7
Kai Havertz,71,6,2023-24,219847,7
Kaoru Mitoma,66,143,2023-24,451340,7
Kieran Trippier,67,430,2023-24,77794,7
Kyle Walker,53,369,2023-24,58621,7
Lewis Hall,44,204,2023-24,487838,7
Luke Shaw,52,398,2023-24,106760,7
Mark Gillespie,39,411,2023-24,81441,7
Martin Dubravka,39,409,2023-24,67089,7
Matt Doherty,43,598,2023-24,87835,7
Matty Cash,48,36,2023-24,199796,7
Michail Antonio,59,523,2023-24,57531,7
Moussa Diaby,67,599,2023-24,243557,7
Nicolas Jackson,69,211,2023-24,517052,7
Noni Madueke,53,208,2023-24,248857,7
Pablo Sarabia,49,570,2023-24,88484,7
Pedro Lomba Neto,56,567,2023-24,247632,7
Raheem Sterling,71,216,2023-24,103955,7
Rhys Norrington-Davies,39,487,2023-24,443211,7
Richarlison de Andrade,67,509,2023-24,212319,7
Rico Henry,45,103,2023-24,194010,7
Rodrigo Hernandez,56,365,2023-24,220566,7
Roméo Lavia,49,667,2023-24,514356,7
Sander Berge,48,475,2023-24,207189,7
Saša Lukić,44,276,2023-24,212314,7
Solly March,64,140,2023-24,109345,7
Son Heung-min,92,516,2023-24,85971,7
Sven Botman,47,405,2023-24,220237,7
Thomas Strakosha,39,116,2023-24,140200,7
Tom McGill,39,141,2023-24,209288,7
Yoane Wissa,60,119,2023-24,216646,7
Youri Tielemans,57,58,2023-24,166989,7
Aaron Cresswell,42,530,2023-24,55459,8
Alex Murphy,39,634,2023-24,545477,8
Alexander Isak,75,415,2023-24,219168,8
Alfie Whiteman,39,521,2023-24,175941,8
Amadou Onana,48,261,2023-24,449871,8
Anel Ahmedhodžić,43,471,2023-24,233821,8
Auston Trusty,39,27,2023-24,201410,8
Ben Chilwell,55,195,2023-24,172850,8
Ben Davies,43,495,2023-24,115556,8
Ben Mee,48,109,2023-24,51927,8
Bryan Mbeumo,68,108,2023-24,446008,8
Bukayo Saka,86,19,2023-24,223340,8
Calvin Bassey,44,610,2023-24,232892,8
Charlie Goode,39,102,2023-24,213687,8
Dan Burn,46,407,2023-24,78916,8
Daniel Jebbison,48,483,2023-24,523700,8
Dele Alli,48,248,2023-24,108823,8
Denis Franchi,39,169,2023-24,493347,8
Destiny Udogie,49,519,2023-24,487053,8
Diogo Teixeira da Silva,77,294,2023-24,194634,8
Eric Dier,42,496,2023-24,93264,8
Hugo Bueno López,44,548,2023-24,490721,8
Jadan Raymond,45,724,2023-24,474908,8
Jakub Kiwior,43,10,2023-24,440854,8
James Maddison,80,504,2023-24,172780,8
James Milner,48,142,2023-24,15157,8
James Tarkowski,45,265,2023-24,17761,8
Jarrod Bowen,73,526,2023-24,178186,8
Jefferson Lerma Solís,47,231,2023-24,152551,8
Ji-Soo Kim,40,725,2023-24,570241,8
Joachim Andersen,48,220,2023-24,174874,8
Jordan Amissah,39,472,2023-24,538206,8
João Pedro Junqueira de Jesus,53,135,2023-24,475168,8
Joško Gvardiol,50,616,2023-24,477424,8
Julio Enciso,51,130,2023-24,474120,8
Kenny Tete,44,285,2023-24,167074,8
Kieffer Moore,47,76,2023-24,128340,8
Kieran Trippier,68,430,2023-24,77794,8
Levi Colwill,46,197,2023-24,460028,8
Luis Díaz,75,303,2023-24,244731,8
Luke Chambers,40,726,2023-24,462491,8
Malo Gusto,42,203,2023-24,482609,8
Marcus Rashford,88,396,2023-24,176297,8
Mario Lemina,49,565,2023-24,151086,8
Matt Targett,43,428,2023-24,169359,8
Matty Cash,50,36,2023-24,199796,8
Mohamed Salah,126,308,2023-24,118748,8
Moisés Caicedo Corozo,47,126,2023-24,486672,8
Morgan Gibbs-White,58,447,2023-24,222531,8
Naouirou Ahamada,43,219,2023-24,466117,8
Odsonne Edouard,55,225,2023-24,199670,8
Ollie Watkins,81,60,2023-24,178301,8
Pedro Lomba Neto,57,567,2023-24,247632,8
Pedro Porro,51,506,2023-24,441164,8
Pervis Estupiñán,52,131,2023-24,204214,8
Raheem Sterling,70,216,2023-24,103955,8
Rico Lewis,43,358,2023-24,477064,8
Sandro Tonali,54,429,2023-24,432422,8
Sasa Kalajdzic,49,562,2023-24,429414,8
Shandon Baptiste,43,92,2023-24,432160,8
Son Heung-min,94,516,2023-24,85971,8
Tariq Lamptey,40,139,2023-24,232792,8
Thilo Kehrer,43,537,2023-24,201057,8
Tosin Adarabioyo,43,286,2023-24,109646,8
Tyrell Malacia,43,389,2023-24,222690,8
Yoane Wissa,59,119,2023-24,216646,8
Aaron Ramsdale,48,17,2023-24,225321,9
Aaron Wan-Bissaka,44,401,2023-24,214590,9
Adam Webster,43,153,2023-24,110735,9
Adama Traoré,49,662,2023-24,159533,9
Anass Zaroury,48,184,2023-24,511783,9
Andros Townsend,50,727,2023-24,60252,9
Anis Slimane,47,587,2023-24,504198,9
Benjamin White,56,29,2023-24,198869,9
Bryan Mbeumo,67,108,2023-24,446008,9
Bukayo Saka,85,19,2023-24,223340,9
Bénie Traoré,52,593,2023-24,523957,9
Callum Scanlon,40,728,2023-24,519328,9
Caoimhin Kelleher,39,301,2023-24,200720,9
Cheikhou Kouyaté,48,451,2023-24,55037,9
Dan Burn,47,407,2023-24,78916,9
Eberechi Eze,61,226,2023-24,232413,9
Erling Haaland,140,355,2023-24,223094,9
Fabian Schär,52,427,2023-24,119471,9
Fraser Forster,39,498,2023-24,40383,9
Fábio Silva,53,552,2023-24,449988,9
Gabriel Fernando de Jesus,79,8,2023-24,205651,9
Guglielmo Vicario,52,520,2023-24,184254,9
Idrissa Gueye,48,254,2023-24,80801,9
Jack Robinson,44,576,2023-24,83427,9
Jadon Sancho,67,397,2023-24,209243,9
James Maddison,81,504,2023-24,172780,9
Jason Steele,43,148,2023-24,49262,9
Jayden Luker,45,729,2023-24,608060,9
Jili Buyabu,40,731,2023-24,601496,9
Joachim Andersen,49,220,2023-24,174874,9
Josh Dasilva,47,99,2023-24,183656,9
Julián Álvarez,71,343,2023-24,461358,9
Jóhann Berg Gudmundsson,48,170,2023-24,60586,9
Kaoru Mitoma,65,143,2023-24,451340,9
Kieran Trippier,69,430,2023-24,77794,9
Lisandro Martínez,47,391,2023-24,221820,9
Loris Karius,39,580,2023-24,104542,9
Lucas Digne,47,42,2023-24,101188,9
Luke Berry,47,317,2023-24,82738,9
Manor Solomon,52,583,2023-24,235674,9
Manuel Benson Hedilazio,52,159,2023-24,183751,9
Mathias Jensen,55,106,2023-24,207283,9
Matt Turner,41,28,2023-24,224068,9
Matty Cash,51,36,2023-24,199796,9
Michael Keane,43,257,2023-24,106611,9
Micky van de Ven,46,639,2023-24,491279,9
Miguel Almirón Rejala,64,402,2023-24,179018,9
Mohamed Salah,127,308,2023-24,118748,9
Neco Williams,43,467,2023-24,215136,9
Ollie Watkins,82,60,2023-24,178301,9
Pablo Sarabia,48,570,2023-24,88484,9
Pedro Lomba Neto,58,567,2023-24,247632,9
Pedro Porro,52,506,2023-24,441164,9
Pelly Ruddock Mpanzu,48,582,2023-24,104047,9
Pervis Estupiñán,51,131,2023-24,204214,9
Philip Billing,52,63,2023-24,168991,9
Pierre-Emile Højbjerg,52,499,2023-24,132015,9
Rasmus Højlund,72,617,2023-24,497894,9
Raúl Jiménez,53,558,2023-24,102057,9
Rico Henry,44,103,2023-24,194010,9
Ryan Giles,44,553,2023-24,232351,9
Ryan Oné,45,730,2023-24,585472,9
Saïd Benrahma,57,525,2023-24,172841,9
Solly March,63,140,2023-24,109345,9
Son Heung-min,95,516,2023-24,85971,9
Taiwo Awoniyi,65,437,2023-24,210156,9
Vladimír Coufal,46,528,2023-24,164555,9
Alejandro Garnacho,47,382,2023-24,493105,10
Amari'i Bell,39,316,2023-24,165183,10
Andrew Robertson,65,307,2023-24,122798,10
André Onana,48,597,2023-24,202641,10
Anthony Gordon,57,412,2023-24,232826,10
Arijanet Muric,43,172,2023-24,232917,10
Arnaut Danjuma Groeneveld,54,601,2023-24,220307,10
Ben Chilwell,54,195,2023-24,172850,10
Ben Godfrey,43,252,2023-24,198826,10
Brandon Austin,39,491,2023-24,214572,10
Bruno Borges Fernandes,83,373,2023-24,141746,10
Bukayo Saka,86,19,2023-24,223340,10
Carlton Morris,55,326,2023-24,156700,10
Cole Palmer,50,362,2023-24,244851,10
Cristian Romero,49,511,2023-24,221632,10
Daniel Bentley,39,546,2023-24,79602,10
Devan Tanton,40,732,2023-24,487693,10
Douglas Luiz Soares de Paulo,55,43,2023-24,230046,10
Ederson Santana de Moraes,55,352,2023-24,121160,10
Emerson Leite de Souza Junior,44,497,2023-24,241157,10
Emiliano Buendía Stati,57,35,2023-24,195546,10
Harry Wilson,53,288,2023-24,153682,10
Harvey Barnes,62,603,2023-24,201666,10
Jamaal Lascelles,40,419,2023-24,101148,10
Jarrod Bowen,74,526,2023-24,178186,10
Jordan Ayew,54,221,2023-24,80146,10
Jorge Luiz Frello Filho,53,9,2023-24,85955,10
Jurriën Timber,46,585,2023-24,445122,10
Kevin Schade,53,115,2023-24,513418,10
Kieran Trippier,70,430,2023-24,77794,10
Konstantinos Tsimikas,45,311,2023-24,214285,10
Leandro Trossard,65,26,2023-24,116216,10
Marcus Rashford,87,396,2023-24,176297,10
Marek Rodák,39,284,2023-24,155529,10
Michail Antonio,58,523,2023-24,57531,10
Mohamed Salah,128,308,2023-24,118748,10
Nathan Patterson,44,262,2023-24,243571,10
Norberto Bercique Gomes Betuncal,59,691,2023-24,486385,10
Oliver Norwood,48,488,2023-24,79934,10
Oliver Skipp,46,515,2023-24,209042,10
Ollie Watkins,83,60,2023-24,178301,10
Omari Forson,44,632,2023-24,487828,10
Pablo Fornals Malla,47,534,2023-24,217593,10
Pervis Estupiñán,50,131,2023-24,204214,10
Sandro Tonali,53,429,2023-24,432422,10
Wataru Endo,54,668,2023-24,158983,10
William Osula,43,490,2023-24,538207,10
Aaron Ramsdale,47,17,2023-24,225321,11
Alexander Isak,74,415,2023-24,219168,11
Alexis Mac Allister,58,304,2023-24,243016,11
Alisson Ramses Becker,56,291,2023-24,116535,11
Alphonse Areola,43,524,2023-24,84182,11
Andreas Hoelgebaum Pereira,54,267,2023-24,156689,11
Anthony Martial,64,390,2023-24,148225,11
Antonee Robinson,44,283,2023-24,169528,11
Benjamin White,57,29,2023-24,198869,11
Carlton Morris,54,326,2023-24,156700,11
Danny Ings,56,535,2023-24,84939,11
Darwin Núñez Ribeiro,75,293,2023-24,447203,11
Destiny Udogie,48,519,2023-24,487053,11
Dominik Szoboszlai,71,309,2023-24,424876,11
Douglas Luiz Soares de Paulo,56,43,2023-24,230046,11
Eddie Nketiah,56,13,2023-24,205533,11
Enock Agyei,43,156,2023-24,578614,11
Enzo Fernández,48,199,2023-24,448047,11
Ethan Horvath,43,449,2023-24,168547,11
Facundo Buonanotte,47,125,2023-24,536916,11
Gabriel Fernando de Jesus,78,8,2023-24,205651,11
Gabriel dos Santos Magalhães,48,5,2023-24,226597,11
George Baldock,38,473,2023-24,82691,11
Hamed Traorè,47,87,2023-24,424044,11
Harrison Reed,47,282,2023-24,153366,11
Hwang Hee-chan,55,557,2023-24,184754,11
Ivan Perišić,47,507,2023-24,45034,11
James Tarkowski,44,265,2023-24,17761,11
James Ward-Prowse,62,664,2023-24,101178,11
Jean-Ricner Bellegarde,49,715,2023-24,231057,11
Joachim Andersen,50,220,2023-24,174874,11
Joe Rothwell,48,81,2023-24,156685,11
John Egan,43,480,2023-24,108416,11
Jonathan Castro Otto,43,560,2023-24,114128,11
Jordan Clark,48,320,2023-24,96784,11
Julián Álvarez,72,343,2023-24,461358,11
Justin Kluivert,46,72,2023-24,222683,11
Konstantinos Tsimikas,46,311,2023-24,214285,11
Lewis Hall,43,204,2023-24,487838,11
Luis Díaz,74,303,2023-24,244731,11
Lukasz Fabianski,42,533,2023-24,37096,11
Malang Sarr,43,214,2023-24,204727,11
Manuel Akanji,49,341,2023-24,211975,11
Marc Guéhi,46,228,2023-24,209036,11
Marcos Senesi,43,83,2023-24,221466,11
Marcus Rashford,86,396,2023-24,176297,11
Martin Ødegaard,84,14,2023-24,184029,11
Mateo Kovačić,48,356,2023-24,91651,11
Matheus Luiz Nunes,49,566,2023-24,465351,11
Mathias Jensen,54,106,2023-24,207283,11
Mathias Jorgensen,43,121,2023-24,48760,11
Matty Cash,52,36,2023-24,199796,11
Max Lowe,43,484,2023-24,155197,11
Micky van de Ven,47,639,2023-24,491279,11
Miguel Almirón Rejala,63,402,2023-24,179018,11
Mikkel Damsgaard,48,98,2023-24,440089,11
Mohamed Salah,129,308,2023-24,118748,11
Morgan Gibbs-White,57,447,2023-24,222531,11
Moussa Diaby,68,599,2023-24,243557,11
Nathan Aké,50,342,2023-24,126184,11
Nicolas Jackson,68,211,2023-24,517052,11
Norberto Bercique Gomes Betuncal,58,691,2023-24,486385,11
Ollie Watkins,84,60,2023-24,178301,11
Pedro Lomba Neto,57,567,2023-24,247632,11
Phil Foden,75,353,2023-24,209244,11
Raheem Sterling,69,216,2023-24,103955,11
Rasmus Højlund,71,617,2023-24,497894,11
Raúl Jiménez,52,558,2023-24,102057,11
Rob Holding,43,7,2023-24,156074,11
Sam Johnstone,46,230,2023-24,101982,11
Solly March,62,140,2023-24,109345,11
Son Heung-min,96,516,2023-24,85971,11
Stefan Bajcetic,47,292,2023-24,535928,11
Sven Botman,46,405,2023-24,220237,11
Taiwo Awoniyi,64,437,2023-24,210156,11
Tino Livramento,43,633,2023-24,441191,11
Tyler Adams,49,673,2023-24,200785,11
Tyrone Mings,41,51,2023-24,149484,11
Valintino Adedokun,40,733,2023-24,516432,11
Virgil van Dijk,61,313,2023-24,97032,11
Yasser Larouci,43,592,2023-24,432990,11
Zack Nelson,45,734,2023-24,589114,11
Alfie Dorrington,40,740,2023-24,519321,12
Amadou Diallo,45,738,2023-24,248859,12
Andrew Robertson,64,307,2023-24,122798,12
Anthony Gordon,58,412,2023-24,232826,12
Arnaut Danjuma Groeneveld,53,601,2023-24,220307,12
Axel Disasi,50,611,2023-24,220362,12
Ben Parkinson,45,739,2023-24,547716,12
Benicio Baker-Boaitey,45,742,2023-24,475480,12
Benjamin White,58,29,2023-24,198869,12
Bobby De Cordova-Reid,54,270,2023-24,96994,12
Bradley Ibrahim,45,737,2023-24,535264,12
Bryan Mbeumo,68,108,2023-24,446008,12
Callum Wilson,79,433,2023-24,75115,12
Cameron Archer,46,33,2023-24,433979,12
Carlos Vinícius Alves Morais,47,287,2023-24,245824,12
Charles Sagoe,45,735,2023-24,516874,12
Charlie Taylor,40,178,2023-24,103914,12
Cole Palmer,51,362,2023-24,244851,12
Cristian Romero,50,511,2023-24,221632,12
Dan Burn,46,407,2023-24,78916,12
Danny Welbeck,57,154,2023-24,50175,12
David Raya Martin,49,113,2023-24,154561,12
Dean Henderson,44,385,2023-24,172649,12
Diogo Dalot Teixeira,50,377,2023-24,216051,12
Eddie Nketiah,57,13,2023-24,205533,12
Ellery Balcombe,39,91,2023-24,235448,12
Elliot Anderson,43,403,2023-24,215379,12
Gabriel Martinelli Silva,78,12,2023-24,444145,12
Illia Zabarnyi,44,89,2023-24,477580,12
Jack Grealish,72,354,2023-24,114283,12
Jamaal Lascelles,41,419,2023-24,101148,12
James Maddison,80,504,2023-24,172780,12
James McConnell,44,629,2023-24,491501,12
James Shea,43,335,2023-24,77818,12
James Ward-Prowse,61,664,2023-24,101178,12
Jarrod Bowen,76,526,2023-24,178186,12
Joachim Andersen,51,220,2023-24,174874,12
Joe Worrall,44,469,2023-24,208912,12
Josh Brownhill,47,161,2023-24,172782,12
Jérémy Doku,66,678,2023-24,248875,12
Keane Lewis-Potter,47,107,2023-24,249231,12
Mark O’Mahony,45,741,2023-24,574402,12
Milos Kerkez,44,595,2023-24,544877,12
Myles Peart-Harris,45,744,2023-24,450539,12
Pablo Sarabia,47,570,2023-24,88484,12
Pau Torres,46,584,2023-24,244954,12
Pedro Lomba Neto,56,567,2023-24,247632,12
Reuell Walters,40,736,2023-24,535262,12
Ryan Giles,43,553,2023-24,232351,12
Son Heung-min,97,516,2023-24,85971,12
Tahith Chong,48,586,2023-24,222677,12
Tim Krul,44,665,2023-24,20480,12
Treymaurice Nyoni,45,743,2023-24,591386,12
Tyrick Mitchell,46,234,2023-24,244723,12
Vitaly Janelt,53,105,2023-24,204580,12
William Saliba,53,20,2023-24,462424,12
Alex Iwobi,53,256,2023-24,153133,13
Anass Zaroury,47,184,2023-24,511783,13
Andreas Hoelgebaum Pereira,53,267,2023-24,156689,13
Andy Lonergan,39,579,2023-24,11948,13
Ben Jackson,40,746,2023-24,514154,13
Benjamin White,57,29,2023-24,198869,13
Bernardo Veiga de Carvalho e Silva,64,344,2023-24,165809,13
Bryan Mbeumo,69,108,2023-24,446008,13
Bukayo Saka,87,19,2023-24,223340,13
Callum Hudson-Odoi,48,205,2023-24,209046,13
Carlton Morris,53,326,2023-24,156700,13
Christian Nørgaard,54,110,2023-24,128295,13
Cole Palmer,52,362,2023-24,244851,13
Cristian Romero,49,511,2023-24,221632,13
Dan Burn,45,407,2023-24,78916,13
Dango Ouattara,47,78,2023-24,533463,13
Darwin Núñez Ribeiro,76,293,2023-24,447203,13
Dominic Solanke,65,85,2023-24,154566,13
Eberechi Eze,62,226,2023-24,232413,13
Emiliano Marcondes,43,74,2023-24,133845,13
Ethan Pinnock,46,112,2023-24,231065,13
Evan Ferguson,61,132,2023-24,487117,13
George Baldock,39,473,2023-24,82691,13
Gonzalo Montiel,44,679,2023-24,218430,13
Harry Arter,43,435,2023-24,48615,13
Harry Maguire,43,387,2023-24,95658,13
Ian Maatsen,51,609,2023-24,441302,13
Issa Diop,44,271,2023-24,219924,13
James Maddison,79,504,2023-24,172780,13
James Ward-Prowse,62,664,2023-24,101178,13
Jarrod Bowen,77,526,2023-24,178186,13
Joachim Andersen,52,220,2023-24,174874,13
Joe Hugill,45,748,2023-24,515504,13
Joshua Duffus,45,747,2023-24,532528,13
Julián Álvarez,71,343,2023-24,461358,13
Jérémy Doku,67,678,2023-24,248875,13
Kaoru Mitoma,66,143,2023-24,451340,13
Konstantinos Tsimikas,47,311,2023-24,214285,13
Levi Colwill,45,197,2023-24,460028,13
Manor Solomon,51,583,2023-24,235674,13
Martin Ødegaard,83,14,2023-24,184029,13
Matty Cash,51,36,2023-24,199796,13
Maxwel Cornet,52,527,2023-24,149519,13
Michael Ndiweni,45,745,2023-24,490150,13
Micky van de Ven,46,639,2023-24,491279,13
Miguel Almirón Rejala,62,402,2023-24,179018,13
Mohamed Salah,130,308,2023-24,118748,13
Mohammed Kudus,66,689,2023-24,460842,13
Nicolas Jackson,69,211,2023-24,517052,13
Norberto Bercique Gomes Betuncal,57,691,2023-24,486385,13
Oleksandr Zinchenko,50,31,2023-24,206325,13
Ollie Watkins,85,60,2023-24,178301,13
Pedro Porro,53,506,2023-24,441164,13
Pelly Ruddock Mpanzu,47,582,2023-24,104047,13
Reece James,54,206,2023-24,225796,13
Richarlison de Andrade,66,509,2023-24,212319,13
Rico Henry,43,103,2023-24,194010,13
Sam Johnstone,47,230,2023-24,101982,13
Sandro Tonali,52,429,2023-24,432422,13
Saïd Benrahma,56,525,2023-24,172841,13
Sven Botman,45,405,2023-24,220237,13
Tyrick Mitchell,47,234,2023-24,244723,13
Vitalii Mykolenko,44,260,2023-24,224967,13
William Saliba,54,20,2023-24,462424,13
Youri Tielemans,56,58,2023-24,166989,13
Zeki Amdouni,53,594,2023-24,492831,13
Aaron Hickey,44,104,2023-24,472713,14
Alexander Isak,75,415,2023-24,219168,14
Andrey Nascimento dos Santos,43,186,2023-24,532605,14
Angelo Ogbonna,43,577,2023-24,40669,14
Anthony Gordon,59,412,2023-24,232826,14
Antoine Semenyo,46,82,2023-24,437730,14
Bryan Mbeumo,71,108,2023-24,446008,14
Bukayo Saka,88,19,2023-24,223340,14
Callum Wilson,78,433,2023-24,75115,14
Christian Eriksen,58,379,2023-24,80607,14
Cole Palmer,53,362,2023-24,244851,14
David Brooks,48,64,2023-24,111317,14
Eberechi Eze,61,226,2023-24,232413,14
Gabriel dos Santos Magalhães,49,5,2023-24,226597,14
Harrison Reed,46,282,2023-24,153366,14
Hwang Hee-chan,56,557,2023-24,184754,14
Jarrad Branthwaite,41,245,2023-24,480455,14
Jarrod Bowen,76,526,2023-24,178186,14
Joško Gvardiol,49,616,2023-24,477424,14
Julián Álvarez,70,343,2023-24,461358,14
Justin Hubner,40,751,2023-24,504750,14
Jérémy Doku,68,678,2023-24,248875,14
Kaoru Mitoma,65,143,2023-24,451340,14
Konstantinos Tsimikas,48,311,2023-24,214285,14
Leigh Kavanagh,40,753,2023-24,513836,14
Malo Gusto,41,203,2023-24,482609,14
Marc Guéhi,47,228,2023-24,209036,14
Mateo Kovačić,47,356,2023-24,91651,14
Matheus Luiz Nunes,48,566,2023-24,465351,14
Matt Targett,42,428,2023-24,169359,14
Matthew Whittingham,45,749,2023-24,483398,14
Matty Cash,50,36,2023-24,199796,14
Michail Antonio,57,523,2023-24,57531,14
Micky van de Ven,45,639,2023-24,491279,14
Mohamed Salah,131,308,2023-24,118748,14
Nicolò Zaniolo,54,672,2023-24,245414,14
Oleksandr Zinchenko,51,31,2023-24,206325,14
