name,code,element,position,season,team,gw
Calum Chambers,101184,10,DEF,2021-22,Aston Villa,24
Calum Chambers,101184,37,DEF,2023-24,Aston Villa,1
Calvin Bassey,232892,610,DEF,2023-24,Fulham,1
Cameron Archer,433979,568,FWD,2021-22,Aston Villa,3
Cameron Archer,433979,33,FWD,2023-24,Aston Villa,1
Cameron Archer,433979,33,FWD,2023-24,Sheffield Utd,4
Cameron Carter-Vickers,168763,501,DEF,2016-17,Spurs,1
Cameron Carter-Vickers,168763,511,DEF,2017-18,Spurs,1
Cameron Carter-Vickers,168763,521,DEF,2020-21,Spurs,1
Cameron Peupion,491598,786,MID,2023-24,Brighton,21
Caoimhin Kelleher,200720,560,GK,2020-21,Liverpool,4
Caoimhin Kelleher,200720,242,GK,2021-22,Liverpool,1
Caoimhin Kelleher,200720,301,GK,2023-24,Liverpool,1
Carlos Baleba,535301,690,MID,2023-24,Brighton,4
Carlos Henrique Casimiro,61256,376,MID,2023-24,Man Utd,1
Carlos Mendes Gomes,453537,325,MID,2023-24,Luton,1
Carlos Vinicius Alves Morais,245824,564,FWD,2020-21,Spurs,5
Carlos Vinicius Alves Morais,245824,287,FWD,2023-24,Fulham,1
Carlton Morris,156700,326,FWD,2023-24,Luton,1
Carney Chukwuemeka,478912,672,MID,2020-21,Aston Villa,25
Carney Chukwuemeka,478912,526,MID,2021-22,Aston Villa,1
Carney Chukwuemeka,478912,196,MID,2023-24,Chelsea,1
Cauley Woodrow,91046,340,FWD,2023-24,Luton,1
Cedric Kipre,183015,499,DEF,2020-21,West Brom,1
Cengiz Ünder,228798,541,MID,2020-21,Leicester,3
Cenk Tosun,66838,592,FWD,2017-18,Everton,23
Cenk Tosun,66838,153,FWD,2020-21,Everton,1
Cenk Tosun,66838,622,FWD,2021-22,Everton,10
Cesare Casadei,505187,791,MID,2023-24,Chelsea,22
Charles Sagoe,516874,735,MID,2023-24,Arsenal,12
Charlie Austin,78356,314,FWD,2016-17,Southampton,1
Charlie Austin,78356,326,FWD,2017-18,Southampton,1
Charlie Austin,78356,415,FWD,2020-21,West Brom,1
Charlie Cresswell,492373,620,DEF,2020-21,Leeds,17
Charlie Cresswell,492373,563,DEF,2021-22,Leeds,2
Charlie Goode,213687,87,DEF,2021-22,Brentford,1
Charlie Goode,213687,102,DEF,2023-24,Brentford,1
Charlie Patino,450544,664,MID,2021-22,Arsenal,19
Charlie Savage,461529,737,MID,2021-22,Man Utd,38
Charlie Taylor,103914,81,DEF,2017-18,Burnley,1
Charlie Taylor,103914,97,DEF,2020-21,Burnley,2
Charlie Taylor,103914,113,DEF,2021-22,Burnley,1
Charlie Taylor,103914,178,DEF,2023-24,Burnley,1
Charlie Whitaker,491556,613,MID,2021-22,Everton,7
Che Adams,200439,377,FWD,2020-21,Southampton,1
Che Adams,200439,345,FWD,2021-22,Southampton,1
Cheick Doucouré,438464,223,MID,2023-24,Crystal Palace,1
Cheikh Diaby,505265,621,FWD,2020-21,West Brom,17
Cheikhou Kouyaté,55037,459,MID,2016-17,West Ham,1
Cheikhou Kouyaté,55037,451,MID,2017-18,West Ham,1
Cheikhou Kouyaté,55037,133,MID,2020-21,Crystal Palace,1
Cheikhou Kouyaté,55037,150,DEF,2021-22,Crystal Palace,1
Cheikhou Kouyaté,55037,451,MID,2023-24,Nott'm Forest,1
Chem Campbell,461026,548,MID,2021-22,Wolves,1
Chiedozie Ogbene,229164,328,FWD,2023-24,Luton,1
Chris Basham,40386,345,DEF,2020-21,Sheffield Utd,1
Chris Basham,40386,474,DEF,2023-24,Sheffield Utd,1
Chris Mepham,223911,75,DEF,2023-24,Bournemouth,1
Chris Richards,427623,238,DEF,2023-24,Crystal Palace,1
Chris Smalling,55909,244,DEF,2016-17,Man Utd,1
Chris Smalling,55909,263,DEF,2017-18,Man Utd,1
Chris Smalling,55909,292,DEF,2020-21,Man Utd,2
Chris Wood,60689,518,FWD,2017-18,Burnley,3
Chris Wood,60689,91,FWD,2020-21,Burnley,2
Chris Wood,60689,109,FWD,2021-22,Burnley,1
Chris Wood,60689,109,FWD,2021-22,Newcastle,22
Chris Wood,60689,468,FWD,2023-24,Nott'm Forest,1
Christian Atsu,104953,300,MID,2017-18,Newcastle,1
Christian Atsu,104953,330,MID,2020-21,Newcastle,1
Christian Benteke,54861,213,FWD,2016-17,Liverpool,1
Christian Benteke,54861,213,FWD,2016-17,Crystal Palace,2
Christian Benteke,54861,134,FWD,2017-18,Crystal Palace,1
Christian Benteke,54861,132,FWD,2020-21,Crystal Palace,1
Christian Benteke,54861,149,FWD,2021-22,Crystal Palace,1
Christian Chigozie,634640,844,DEF,2023-24,Luton,31
Christian Eriksen,80607,394,MID,2016-17,Spurs,1
Christian Eriksen,80607,387,MID,2017-18,Spurs,1
Christian Eriksen,80607,699,MID,2021-22,Brentford,24
Christian Eriksen,80607,379,MID,2023-24,Man Utd,1
Christian Fuchs,37402,168,DEF,2016-17,Leicester,1
Christian Fuchs,37402,192,DEF,2017-18,Leicester,1
Christian Fuchs,37402,218,DEF,2020-21,Leicester,1
Christian Kabasele,85624,414,DEF,2016-17,Watford,1
Christian Kabasele,85624,403,DEF,2017-18,Watford,1
Christian Kabasele,85624,384,DEF,2021-22,Watford,1
Christian Marques,481626,616,DEF,2020-21,Wolves,16
Christian Marques,481626,549,DEF,2021-22,Wolves,1
Christian Nørgaard,128295,77,MID,2021-22,Brentford,1
Christian Nørgaard,128295,110,MID,2023-24,Brentford,1
Christian Pulisic,176413,119,MID,2020-21,Chelsea,1
Christian Pulisic,176413,137,MID,2021-22,Chelsea,1
Christian Pulisic,176413,213,MID,2023-24,Chelsea,1
Christian Walton,108813,503,GK,2020-21,Brighton,1
Christoph Zimmermann,192303,324,DEF,2021-22,Norwich,1
Christopher Nkunku,213198,212,FWD,2023-24,Chelsea,1
Christos Tzolis,439509,528,MID,2021-22,Norwich,1
Ciaran Clark,58845,289,DEF,2017-18,Newcastle,1
Ciaran Clark,58845,324,DEF,2020-21,Newcastle,1
Ciaran Clark,58845,293,DEF,2021-22,Newcastle,1
Cieran Slicker,434044,615,GK,2021-22,Man City,8
Claudio Bravo,33148,541,GK,2016-17,Man City,3
Claudio Bravo,33148,241,GK,2017-18,Man City,1
Claudio Bravo,33148,267,GK,2020-21,Man City,2
Claudio Gomes,219291,659,MID,2020-21,Man City,22
Clément Lenglet,171101,699,DEF,2023-24,Aston Villa,4
Cody Drameh,433590,694,DEF,2020-21,Leeds,34
Cody Drameh,433590,562,DEF,2021-22,Leeds,2
Cody Gakpo,243298,297,FWD,2023-24,Liverpool,1
Cole Palmer,244851,552,MID,2020-21,Man City,3
Cole Palmer,244851,507,MID,2021-22,Man City,1
Cole Palmer,244851,362,MID,2023-24,Man City,1
Cole Palmer,244851,362,MID,2023-24,Chelsea,4
Connor Roberts,192290,654,DEF,2016-17,Swansea,29
Connor Roberts,192290,598,DEF,2017-18,Swansea,23
Connor Roberts,192290,585,DEF,2021-22,Burnley,4
Connor Roberts,192290,176,DEF,2023-24,Burnley,1
Connor Wickham,59125,122,FWD,2016-17,Crystal Palace,1
Connor Wickham,59125,133,FWD,2017-18,Crystal Palace,1
Connor Wickham,59125,136,FWD,2020-21,Crystal Palace,1
Conor Bradley,492777,626,DEF,2021-22,Liverpool,12
Conor Bradley,492777,757,DEF,2023-24,Liverpool,15
Conor Coady,94147,459,DEF,2020-21,Wolves,1
Conor Coady,94147,429,DEF,2021-22,Wolves,1
Conor Coventry,222017,668,MID,2020-21,West Ham,24
Conor Coventry,222017,522,MID,2021-22,West Ham,1
Conor Coventry,222017,529,MID,2023-24,West Ham,1
Conor Gallagher,232787,544,MID,2020-21,West Brom,3
Conor Gallagher,232787,144,MID,2021-22,Crystal Palace,1
Conor Gallagher,232787,202,MID,2023-24,Chelsea,1
Conor Hourihane,85242,33,MID,2020-21,Aston Villa,2
Conor Hourihane,85242,29,MID,2021-22,Aston Villa,1
Conor Townsend,108053,418,DEF,2020-21,West Brom,1
Craig Cathcart,41338,408,DEF,2016-17,Watford,1
Craig Cathcart,41338,399,DEF,2017-18,Watford,1
Craig Cathcart,41338,379,DEF,2021-22,Watford,1
Craig Dawson,60232,433,DEF,2016-17,West Brom,1
Craig Dawson,60232,424,DEF,2017-18,West Brom,1
Craig Dawson,60232,576,DEF,2020-21,West Ham,5
Craig Dawson,60232,414,DEF,2021-22,West Ham,1
Craig Dawson,60232,551,DEF,2023-24,Wolves,1
Cristian Romero,221632,494,DEF,2021-22,Spurs,1
Cristian Romero,221632,511,DEF,2023-24,Spurs,1
Cristiano Ronaldo dos Santos Aveiro,14937,579,FWD,2021-22,Man Utd,4
Crysencio Summerville,450070,693,MID,2020-21,Leeds,33
Crysencio Summerville,450070,551,MID,2021-22,Leeds,1
Curtis Jones,206915,640,MID,2017-18,Liverpool,33
Curtis Jones,206915,263,MID,2020-21,Liverpool,1
Curtis Jones,206915,244,MID,2021-22,Liverpool,1
Curtis Jones,206915,300,MID,2023-24,Liverpool,1
Cyrus Christie,87107,179,DEF,2020-21,Fulham,1
Cédric Alves Soares,58822,301,DEF,2016-17,Southampton,1
Cédric Alves Soares,58822,310,DEF,2017-18,Southampton,1
Cédric Alves Soares,58822,5,DEF,2020-21,Arsenal,1
Cédric Alves Soares,58822,5,DEF,2021-22,Arsenal,1
Cédric Alves Soares,58822,2,DEF,2023-24,Arsenal,1
César Azpilicueta,41328,77,DEF,2016-17,Chelsea,1
César Azpilicueta,41328,97,DEF,2017-18,Chelsea,1
César Azpilicueta,41328,102,DEF,2020-21,Chelsea,1
César Azpilicueta,41328,119,DEF,2021-22,Chelsea,1
César Azpilicueta,41328,189,DEF,2023-24,Chelsea,1
Daiki Hashioka,209293,798,DEF,2023-24,Luton,23
Dale Stephens,40845,63,MID,2017-18,Brighton,1
Dale Stephens,40845,55,MID,2020-21,Brighton,1
Dale Stephens,40845,55,MID,2020-21,Burnley,3
Dale Stephens,40845,102,MID,2021-22,Burnley,1
Dan Burn,78916,61,DEF,2020-21,Brighton,1
Dan Burn,78916,58,DEF,2021-22,Brighton,1
Dan Burn,78916,58,DEF,2021-22,Newcastle,24
Dan Burn,78916,407,DEF,2023-24,Newcastle,1
Dan Gosling,40387,43,MID,2016-17,Bournemouth,1
Dan Gosling,40387,43,MID,2017-18,Bournemouth,1
Dan Gosling,40387,378,MID,2021-22,Watford,1
Dan Potts,108411,333,DEF,2023-24,Luton,1
Dane Scarlett,490145,666,FWD,2020-21,Spurs,23
Dane Scarlett,490145,520,FWD,2021-22,Spurs,1
Dane Scarlett,490145,640,FWD,2023-24,Spurs,1
Dango Ouattara,533463,78,MID,2023-24,Bournemouth,1
Daniel Amartey,155569,182,DEF,2016-17,Leicester,1
Daniel Amartey,155569,204,DEF,2017-18,Leicester,1
Daniel Amartey,155569,227,DEF,2020-21,Leicester,1
Daniel Amartey,155569,208,DEF,2021-22,Leicester,1
Daniel Bachmann,154506,582,GK,2017-18,Watford,19
Daniel Bachmann,154506,389,GK,2021-22,Watford,1
Daniel Bentley,79602,546,GK,2023-24,Wolves,1
Daniel Castelo Podence,200600,469,MID,2020-21,Wolves,1
Daniel Castelo Podence,200600,438,MID,2021-22,Wolves,1
Daniel Castelo Podence,200600,568,MID,2023-24,Wolves,1
Daniel Ceballos Fernández,182539,501,MID,2020-21,Arsenal,1
Daniel Chesters,440120,710,MID,2021-22,West Ham,26
Daniel Gore,504598,685,MID,2023-24,Man Utd,3
Daniel James,200617,598,MID,2016-17,Swansea,10
Daniel James,200617,311,MID,2020-21,Man Utd,2
Daniel James,200617,287,MID,2021-22,Man Utd,1
Daniel James,200617,287,MID,2021-22,Leeds,4
Daniel Jebbison,523700,699,FWD,2020-21,Sheffield Utd,35
Daniel Jebbison,523700,483,FWD,2023-24,Sheffield Utd,1
Daniel Langley,432927,606,GK,2020-21,Newcastle,12
Daniel Muñoz,247348,792,DEF,2023-24,Crystal Palace,22
Daniel N'Lundulu,200088,590,FWD,2020-21,Southampton,6
Daniel N'Lundulu,200088,344,FWD,2021-22,Southampton,1
Danilo dos Santos de Oliveira,513046,442,MID,2023-24,Nott'm Forest,1
Danny Ings,84939,216,FWD,2016-17,Liverpool,1
Danny Ings,84939,237,FWD,2017-18,Liverpool,1
Danny Ings,84939,366,FWD,2020-21,Southampton,1
Danny Ings,84939,337,FWD,2021-22,Aston Villa,1
Danny Ings,84939,535,FWD,2023-24,West Ham,1
Danny Rose,38290,383,DEF,2016-17,Spurs,1
Danny Rose,38290,378,DEF,2017-18,Spurs,1
Danny Rose,38290,384,DEF,2020-21,Spurs,1
Danny Rose,38290,377,DEF,2021-22,Watford,1
Danny Ward,95463,530,GK,2017-18,Liverpool,3
Danny Ward,95463,223,GK,2020-21,Leicester,1
Danny Ward,95463,204,GK,2021-22,Leicester,1
Danny Welbeck,50175,26,FWD,2016-17,Arsenal,1
Danny Welbeck,50175,26,FWD,2017-18,Arsenal,1
Danny Welbeck,50175,588,FWD,2020-21,Brighton,6
Danny Welbeck,50175,447,FWD,2021-22,Brighton,1
Danny Welbeck,50175,154,FWD,2023-24,Brighton,1
Dara Costelloe,530873,726,MID,2021-22,Burnley,33
Dara Costelloe,530873,164,MID,2023-24,Burnley,1
Dara O'Shea,216616,425,DEF,2020-21,West Brom,1
Dara O'Shea,216616,173,DEF,2023-24,Burnley,1
Darko Churlinov,250735,162,MID,2023-24,Burnley,1
Darnell Furlong,176420,422,DEF,2020-21,West Brom,1
Darren Randolph,32259,451,GK,2016-17,West Ham,1
Darren Randolph,32259,439,GK,2017-18,West Ham,1
Darren Randolph,32259,430,GK,2020-21,West Ham,1
Darren Randolph,32259,407,GK,2021-22,West Ham,1
Darren Randolph,32259,80,GK,2023-24,Bournemouth,1
Darwin Núñez Ribeiro,447203,293,FWD,2023-24,Liverpool,1
David Brooks,111317,64,MID,2023-24,Bournemouth,1
David Button,50093,56,GK,2020-21,West Brom,1
David Datro Fofana,520295,200,FWD,2023-24,Chelsea,1
David Datro Fofana,520295,200,FWD,2023-24,Burnley,22
David Luiz Moreira Marinho,41270,570,DEF,2016-17,Chelsea,4
David Luiz Moreira Marinho,41270,101,DEF,2017-18,Chelsea,1
David Luiz Moreira Marinho,41270,3,DEF,2020-21,Arsenal,1
David Martin,19194,429,GK,2020-21,West Ham,1
David McGoldrick,27436,344,FWD,2020-21,Sheffield Utd,1
David Ozoh,531989,721,MID,2023-24,Crystal Palace,7
David Raya Martin,154561,80,GK,2021-22,Brentford,1
David Raya Martin,154561,113,GK,2023-24,Brentford,1
David Raya Martin,154561,113,GK,2023-24,Arsenal,2
David de Gea,51940,242,GK,2016-17,Man Utd,1
David de Gea,51940,260,GK,2017-18,Man Utd,1
David de Gea,51940,291,GK,2020-21,Man Utd,2
David de Gea,51940,270,GK,2021-22,Man Utd,1
Davinson Sánchez,173904,520,DEF,2017-18,Spurs,3
Davinson Sánchez,173904,398,DEF,2020-21,Spurs,1
Davinson Sánchez,173904,367,DEF,2021-22,Spurs,1
Davinson Sánchez,173904,512,DEF,2023-24,Spurs,1
Davy Pröpper,66242,490,MID,2017-18,Brighton,1
Davy Pröpper,66242,59,MID,2020-21,Brighton,1
Davy Pröpper,66242,57,MID,2021-22,Brighton,1
DeAndre Yedlin,151119,389,DEF,2016-17,Spurs,1
DeAndre Yedlin,151119,288,DEF,2017-18,Newcastle,1
DeAndre Yedlin,151119,335,DEF,2020-21,Newcastle,1
Dean Henderson,172649,305,GK,2020-21,Man Utd,2
Dean Henderson,172649,280,GK,2021-22,Man Utd,1
Dean Henderson,172649,385,GK,2023-24,Man Utd,1
Dean Henderson,172649,385,GK,2023-24,Crystal Palace,4
Declan Rice,204480,618,MID,2016-17,West Ham,18
Declan Rice,204480,510,MID,2017-18,West Ham,1
Declan Rice,204480,448,MID,2020-21,West Ham,1
Declan Rice,204480,421,MID,2021-22,West Ham,1
Declan Rice,204480,540,MID,2023-24,Arsenal,1
Deivid Washington de Souza Eugênio,617054,677,FWD,2023-24,Chelsea,3
Dejan Kulusevski,445044,701,MID,2021-22,Spurs,24
Dejan Kulusevski,445044,501,MID,2023-24,Spurs,1
Demarai Gray,172632,181,MID,2016-17,Leicester,1
Demarai Gray,172632,203,MID,2017-18,Leicester,1
Demarai Gray,172632,230,MID,2020-21,Leicester,1
Demarai Gray,172632,484,MID,2021-22,Everton,1
Demarai Gray,172632,253,MID,2023-24,Everton,1
Denis Franchi,493347,169,GK,2023-24,Burnley,1
Denis Odoi,72681,525,DEF,2020-21,Fulham,1
Deniz Undav,450434,149,FWD,2023-24,Brighton,1
Dennis Praet,106837,225,MID,2020-21,Leicester,1
Dennis Praet,106837,206,MID,2021-22,Leicester,1
Dermot Mee,461537,835,GK,2023-24,Man Utd,28
Destiny Udogie,487053,519,DEF,2023-24,Spurs,1
Detlef Esapa Osong,536677,780,FWD,2023-24,Nott'm Forest,21
Devan Tanton,487693,732,DEF,2023-24,Fulham,10
Diego Carlos Santos Silva,165659,41,DEF,2023-24,Aston Villa,1
Diego Da Silva Costa,18507,97,FWD,2016-17,Chelsea,1
Diego Da Silva Costa,18507,114,FWD,2017-18,Chelsea,1
Diego Llorente,149915,549,DEF,2020-21,Leeds,3
Diego Llorente,149915,190,DEF,2021-22,Leeds,1
Diego Manuel Jadon da Silva Moreira,491011,681,MID,2023-24,Chelsea,3
Dilan Markanday,232456,597,MID,2021-22,Spurs,4
Dimitris Giannoulis,189627,457,DEF,2021-22,Norwich,1
Diogo Dalot Teixeira,216051,314,DEF,2020-21,Man Utd,2
Diogo Dalot Teixeira,216051,510,DEF,2021-22,Man Utd,1
Diogo Dalot Teixeira,216051,377,DEF,2023-24,Man Utd,1
Diogo Jota,194634,468,MID,2020-21,Wolves,1
Diogo Jota,194634,468,MID,2020-21,Liverpool,3
Diogo Jota,194634,240,MID,2021-22,Liverpool,1
Diogo Jota,194634,294,MID,2023-24,Liverpool,1
Dion Pereira,243532,332,MID,2023-24,Luton,1
Dion Sanderson,225000,686,DEF,2021-22,Wolves,22
Divin Mubama,487837,538,FWD,2023-24,West Ham,1
Divock Origi,152760,217,FWD,2016-17,Liverpool,1
Divock Origi,152760,238,FWD,2017-18,Liverpool,1
Divock Origi,152760,256,FWD,2020-21,Liverpool,1
Divock Origi,152760,235,FWD,2021-22,Liverpool,1
Divock Origi,152760,714,FWD,2023-24,Nott'm Forest,5
Djed Spence,232859,517,DEF,2023-24,Spurs,1
Djordje Petrovic,457569,687,GK,2023-24,Chelsea,4
Domingos Quina,216058,610,MID,2016-17,West Ham,15
Domingos Quina,216058,568,MID,2017-18,West Ham,12
Domingos Quina,216058,397,MID,2021-22,Watford,1
Dominic Calvert-Lewin,177815,595,FWD,2016-17,Everton,10
Dominic Calvert-Lewin,177815,159,FWD,2017-18,Everton,1
Dominic Calvert-Lewin,177815,164,FWD,2020-21,Everton,1
Dominic Calvert-Lewin,177815,177,FWD,2021-22,Everton,1
Dominic Calvert-Lewin,177815,246,FWD,2023-24,Everton,1
Dominic Dos Santos Martins,647597,839,MID,2023-24,Luton,28
Dominic Sadi,550596,811,MID,2023-24,Bournemouth,24
Dominic Solanke,154566,590,FWD,2016-17,Chelsea,8
Dominic Solanke,154566,239,FWD,2017-18,Liverpool,1
Dominic Solanke,154566,85,FWD,2023-24,Bournemouth,1
Dominic Thompson,232247,498,DEF,2021-22,Brentford,1
Dominik Szoboszlai,424876,309,MID,2023-24,Liverpool,1
Donny van de Beek,180184,495,MID,2020-21,Man Utd,2
Donny van de Beek,180184,282,MID,2021-22,Man Utd,1
Donny van de Beek,180184,282,MID,2021-22,Everton,24
Donny van de Beek,180184,400,MID,2023-24,Man Utd,1
Douglas Luiz Soares de Paulo,230046,52,MID,2020-21,Aston Villa,2
Douglas Luiz Soares de Paulo,230046,50,MID,2021-22,Aston Villa,1
Douglas Luiz Soares de Paulo,230046,43,MID,2023-24,Aston Villa,1
Dovydas Sasnauskas,616094,827,DEF,2023-24,Sheffield Utd,26
Dwight Gayle,104547,301,FWD,2017-18,Newcastle,1
Dwight Gayle,104547,329,FWD,2020-21,Newcastle,1
Dwight Gayle,104547,300,FWD,2021-22,Newcastle,1
Dwight McNeil,433154,646,MID,2017-18,Burnley,38
Dwight McNeil,433154,100,MID,2020-21,Burnley,2
Dwight McNeil,433154,118,MID,2021-22,Burnley,1
Dwight McNeil,433154,259,MID,2023-24,Everton,1
Dynel Simeu,248853,665,DEF,2021-22,Southampton,19
Eberechi Eze,232413,489,MID,2020-21,Crystal Palace,1
Eberechi Eze,232413,160,MID,2021-22,Crystal Palace,1
Eberechi Eze,232413,226,MID,2023-24,Crystal Palace,1
Ed Turns,448496,653,DEF,2021-22,Brighton,17
Eddie Beach,474803,680,GK,2023-24,Chelsea,3
Eddie Nketiah,205533,560,FWD,2017-18,Arsenal,10
Eddie Nketiah,205533,22,FWD,2020-21,Arsenal,1
Eddie Nketiah,205533,20,FWD,2021-22,Arsenal,1
Eddie Nketiah,205533,13,FWD,2023-24,Arsenal,1
Ederson Santana de Moraes,121160,240,GK,2017-18,Man City,1
Ederson Santana de Moraes,121160,278,GK,2020-21,Man City,2
Ederson Santana de Moraes,121160,257,GK,2021-22,Man City,1
Ederson Santana de Moraes,121160,352,GK,2023-24,Man City,1
Edinson Cavani,40720,569,FWD,2020-21,Man Utd,5
Edinson Cavani,40720,269,FWD,2021-22,Man Utd,1
Edo Kayembe,442335,679,MID,2021-22,Watford,22
Edouard Mendy,228286,548,GK,2020-21,Chelsea,3
Edouard Mendy,228286,143,GK,2021-22,Chelsea,1
Edson Álvarez Velázquez,213999,642,MID,2023-24,West Ham,1
Eldin Jakupovic,11974,147,GK,2016-17,Hull,1
Eldin Jakupovic,11974,473,GK,2017-18,Leicester,1
Eldin Jakupovic,11974,573,GK,2021-22,Leicester,3
Elia Caprile,463912,532,GK,2020-21,Leeds,2
Elijah Adebayo,174310,314,FWD,2023-24,Luton,1
Elijah Campbell,491745,761,DEF,2023-24,Everton,17
Ellery Balcombe,235448,92,GK,2021-22,Brentford,1
Ellery Balcombe,235448,91,GK,2023-24,Brentford,1
Elliot Anderson,215379,602,MID,2020-21,Newcastle,10
Elliot Anderson,215379,609,MID,2021-22,Newcastle,6
Elliot Anderson,215379,403,MID,2023-24,Newcastle,1
Elliot Thorpe,232477,337,MID,2023-24,Luton,1
Ellis Simms,218997,596,FWD,2020-21,Everton,7
Ellis Simms,218997,602,FWD,2021-22,Everton,5
Ellis Simms,218997,264,FWD,2023-24,Everton,1
Emerson Aparecido Leite de Souza Junior,241157,588,DEF,2021-22,Spurs,4
Emerson Aparecido Leite de Souza Junior,241157,497,DEF,2023-24,Spurs,1
Emerson Palmieri dos Santos,109533,614,DEF,2017-18,Chelsea,26
Emerson Palmieri dos Santos,109533,111,DEF,2020-21,Chelsea,1
Emerson Palmieri dos Santos,109533,539,DEF,2021-22,Chelsea,1
Emerson Palmieri dos Santos,109533,532,DEF,2023-24,West Ham,1
Emil Krafth,111773,333,DEF,2020-21,Newcastle,1
Emil Krafth,111773,303,DEF,2021-22,Newcastle,1
Emil Krafth,111773,417,DEF,2023-24,Newcastle,1
Emile Smith Rowe,209289,23,MID,2020-21,Arsenal,1
Emile Smith Rowe,209289,21,MID,2021-22,Arsenal,1
Emile Smith Rowe,209289,22,MID,2023-24,Arsenal,1
Emiliano Buendía Stati,195546,43,MID,2021-22,Aston Villa,1
Emiliano Buendía Stati,195546,35,MID,2023-24,Aston Villa,1
Emiliano Marcondes,133845,74,MID,2023-24,Bournemouth,1
Emiliano Martínez,98980,12,GK,2020-21,Arsenal,1
Emiliano Martínez,98980,12,GK,2020-21,Aston Villa,2
Emiliano Martínez,98980,30,GK,2021-22,Aston Villa,1
Emiliano Martínez,98980,49,GK,2023-24,Aston Villa,1
Emmanuel Dennis,230251,450,FWD,2021-22,Watford,1
Emmanuel Dennis,230251,443,FWD,2023-24,Nott'm Forest,1
Enda Stevens,63426,347,DEF,2020-21,Sheffield Utd,1
Enes Ünal,168636,804,FWD,2023-24,Bournemouth,23
Enock Agyei,578614,156,MID,2023-24,Burnley,1
Enock Mwepu,423649,462,MID,2021-22,Brighton,1
Enso González,593001,698,MID,2023-24,Wolves,4
Enzo Fernández,448047,199,MID,2023-24,Chelsea,1
Eric Bailly,197365,255,DEF,2016-17,Man Utd,1
Eric Bailly,197365,271,DEF,2017-18,Man Utd,1
Eric Bailly,197365,310,DEF,2020-21,Man Utd,2
Eric Bailly,197365,286,DEF,2021-22,Man Utd,1
Eric Bailly,197365,375,DEF,2023-24,Man Utd,1
Eric Dier,93264,390,DEF,2016-17,Spurs,1
Eric Dier,93264,384,DEF,2017-18,Spurs,1
Eric Dier,93264,391,DEF,2020-21,Spurs,1
Eric Dier,93264,361,DEF,2021-22,Spurs,1
Eric Dier,93264,496,DEF,2023-24,Spurs,1
Eric Garcia,432656,288,DEF,2020-21,Man City,2
Erik Lamela,62974,393,MID,2016-17,Spurs,1
Erik Lamela,62974,386,MID,2017-18,Spurs,1
Erik Lamela,62974,387,MID,2020-21,Spurs,1
Erik Lamela,62974,356,MID,2021-22,Spurs,1
Erik Pieters,39487,321,DEF,2016-17,Stoke,1
Erik Pieters,39487,332,DEF,2017-18,Stoke,1
Erik Pieters,39487,83,DEF,2020-21,Burnley,2
Erik Pieters,39487,100,DEF,2021-22,Burnley,1
Erling Haaland,223094,355,FWD,2023-24,Man City,1
Ethan Ampadu,199598,558,DEF,2017-18,Chelsea,9
Ethan Ampadu,199598,509,DEF,2020-21,Sheffield Utd,1
Ethan Ampadu,199598,139,DEF,2021-22,Chelsea,1
Ethan Ampadu,199598,185,DEF,2023-24,Chelsea,1
Ethan Brierley,494041,684,MID,2023-24,Brentford,3
Ethan Horvath,168547,449,GK,2023-24,Nott'm Forest,1
Ethan Nwaneri,499175,772,MID,2023-24,Arsenal,19
Ethan Pinnock,231065,91,DEF,2021-22,Brentford,1
Ethan Pinnock,231065,112,DEF,2023-24,Brentford,1
Ethan Wheatley,575034,850,FWD,2023-24,Man Utd,33
Evan Ferguson,487117,655,FWD,2021-22,Brighton,17
Evan Ferguson,487117,132,FWD,2023-24,Brighton,1
Ezgjan Alioski,105377,201,DEF,2020-21,Leeds,1
Ezri Konsa Ngoyo,199798,46,DEF,2020-21,Aston Villa,2
Ezri Konsa Ngoyo,199798,45,DEF,2021-22,Aston Villa,1
Ezri Konsa Ngoyo,199798,48,DEF,2023-24,Aston Villa,1
Fabian Delph,41823,227,MID,2016-17,Man City,1
Fabian Delph,41823,246,MID,2017-18,Man City,1
Fabian Delph,41823,149,MID,2020-21,Everton,1
Fabian Delph,41823,163,MID,2021-22,Everton,1
Fabian Mrozek,518199,813,GK,2023-24,Liverpool,24
Fabian Schär,119471,334,DEF,2020-21,Newcastle,1
Fabian Schär,119471,305,DEF,2021-22,Newcastle,1
Fabian Schär,119471,427,DEF,2023-24,Newcastle,1
Fabio Carvalho,244858,695,MID,2020-21,Fulham,34
Fabio Henrique Tavares,116643,253,MID,2020-21,Liverpool,1
Fabio Henrique Tavares,116643,232,MID,2021-22,Liverpool,1
Fabio Henrique Tavares,116643,296,MID,2023-24,Liverpool,1
Fabio Silva,449988,504,FWD,2020-21,Wolves,1
Fabio Silva,449988,445,FWD,2021-22,Wolves,1
Fabio Silva,449988,552,FWD,2023-24,Wolves,1
Fabián Balbuena,166640,443,DEF,2020-21,West Ham,1
Fabricio Agosto Ramírez,40559,171,GK,2020-21,Fulham,1
Facundo Buonanotte,536916,125,MID,2023-24,Brighton,1
Facundo Pellistri,488404,575,MID,2020-21,Man Utd,5
Facundo Pellistri,488404,394,MID,2023-24,Man Utd,1
Faustino Anjorin,223332,605,MID,2020-21,Chelsea,12
Federico Fernández,57145,363,DEF,2016-17,Swansea,1
